Column Distinct Values:
G234749				2
G234369				2
G235065				2
G234744				2
G236325				2
G235728				2
G234591				2
G235518				2
G237778				2
G235718				2
G235513				2
G235095				2
G234382				2
G235086				2
G235715				2
G235711				2
G235712				2
G235544				2
G239711				2
G235099				2
G235744				2
G235749				2
G235535				2
G236351				2
G236356				2
G235532				2
G234788				2
G235737				2
G235165				2
G235972				2
G234542				2
G235550				2
G235171				2
G235559				2
G236683				2
G237945				2
G237624				2
G236406				2
G235189				2
G235188				2
G235187				2
G234564				2
G235575				2
G235573				2
G235191				2
G235579				2
G237969				2
G235581				2
G235182				2
G235597				2
G238789				2
G234312				2
G235395				2
G238793				2
G237661				2
G237261				2
G234523				2
G237674				2
G234326				2
G234533				2
G236462				2
G235363				2
G238740				2
G238942				2
G240346				2
G238946				2
G238540				2
G238049				2
G239101				2
G235386				2
G235388				2
G235383				2
G235391				2
G238035				2
G238968				2
G235105				2
G235379				2
G235375				2
G238024				2
G235324				2
G235327				2
G235326				2
G235329				2
G235127				2
G235128				2
G236096				2
G235317				2
G237469				2
G238307				2
G235345				2
G235344				2
G235912				2
G235914				2
G237203				2
G235334				2
G235332				2
G235331				2
G239341				2
G235335				2
G235926				2
G235132				2
G239186				2
G235826				2
G236268				2
G235417				2
G235810				2
G235815				2
G235816				2
G234824				2
G236085				2
G236047				2
G238391				2
G235809				2
G234850				2
G236244				2
G238387				2
G238195				2
G235400				2
G236063				2
G238172				2
G240468				2
G240490				2
G234613				2
G240494				2
G236965				2
G234606				2
G235624				2
G235621				2
G235626				2
G237884				2
G235620				2
G236745				2
G234638				2
G235610				2
G235617				2
G235897				2
G234235				2
G235881				2
G235889				2
G235607				2
G235871				2
G235872				2
G236733				2
G239626				2
G239628				2
G239832				2
G234876				2
G235667				2
G234085				2
G239837				2
G234089				2
G235865				2
G235863				2
G235867				2
G236702				2
G234863				2
G234867				2
G235652				2
G234096				2
G235654				2
G235856				2
G235859				2
G234486				2
G235846				2
G235843				2
G235842				2
G234265				2
G235631				2
G235630				2
G234880				2
G235637				2
G235639				2
G234073				2
G235834				2
G234469				2
G234468				2
G237123				2
G234444				2
G235699				2
G235692				2
G234455				2
G234458				2
G236546				2
G237105				2
G235288				2
G234427				2
G235293				2
G235672				2
G235272				2
G235279				2
G235689				2
G235281				2
G237509				2
G235681				2
G234201				2
G234413				2
G237160				2
G234217				2
G237561				2
G237843				2
G234214				2
G240099				2
G236578				2
G240065				2
G238640				2
G237598				2
G239420				2
G235499				2
G235482				2
G237575				2
G235486				2
G235489				2
G235205				2
G235200				2
G235201				2
G235490				2
G240032				2
G238637				2
G235480				2
G235468				2
G240504				2
G235464				2
G235462				2
G235265				2
G235261				2
G239467				2
G238885				2
G235459				2
G235450				2
G238610				2
G235257				2
G240292				2
G235259				2
G235442				2
G235244				2
G235246				2
G235434				2
G237345				2
G235234				2
G238472				2
G240271				2
G239037				1
G236817				1
G236176				1
G239966				1
G239965				1
G236825				1
G238933				1
G235506				1
G235592				1
G238510				1
G237663				1
G237702				1
G237916				1
G236479				1
G238954				1
G238760				1
G238704				1
G235313				1
G237467				1
G236933				1
G236022				1
G239123				1
G234232				1
G236509				1
G236701				1
G239853				1
G236210				1
G236576				1
G237140				1
G235216				1
G235478				1
G237335				1
null
null

Essential			Count
-------------------------------------------------
?				76
Ambiguous-Essential				71
null
null

Class			Count
-------------------------------------------------
ATPases				256
Transcription factors				194
GTP-binding proteins				169
Major facilitator superfamily proteins (MFS)				128
Molecular chaperones				117
Polymerases				98
Motorproteins				95
Protein phosphatases				62
Histones				56
Ubiquitin-system proteins				46
GTP/GDP-exchange factors (GEFs)				46
Other kinases				36
Proteases				29
Tubulins				24
GTPase activating proteins (GAPs)				18
Peptidyl-Prolyl-Isomerases				17
Unknown				8
Cyclins				8
Actin related proteins				6
GTP/GDP dissociation inhibitors (GDIs)				5
Nucleases				3
Adaptins				3
null
null

Complex			Count
-------------------------------------------------
Cytoskeleton				279
Intracellular transport complexes				193
Replication complexes				164
Translation complexes				151
RNA processing complexes				150
Mitochondrial translocase complex				72
Nuclear pore complex (NPC)				69
cAMP-dependent protein kinase				65
"H+-transporting ATPase, vacuolar"				61
Respiration chain complexes				60
Glucan synthases				59
Proteasome				53
Cyclin-CDK (Cyclin-dependent kinases) complexes				53
Nucleosomal protein complex				52
Casein kinase				44
Gim complexes				43
Translocon				40
Histone acetyltransferase complexes				40
Serine/threonine phoshpoprotein phosphatase				32
Prenyltransferases				26
Ribonucleoside-diphosphate reductase				23
RSC complex (Remodel the structure of chromatin)				22
Kinetochore protein complexes				20
Chaperonine containing T-complex TRiC (TCP RING Complex)				20
Calcineurin B				19
Anaphase promoting complex (APC)				18
"Proteases, mitochondrial"				18
"Alpha, alpha-trehalose-phosphate synthase"				18
Exocyst complex				17
"Endonuclease SceI, mitochondrial"				16
Histone deacetylase complexes				16
Assembly complexes				14
Synaptonemal complex (SC)				10
Kel1p/Kel2p complex				9
Nem1p-Spo7p complex				9
Unknown				8
"Fatty acid synthetase, cytoplasmic"				6
SCF (Skp1-Cdc53-F-box protein) complexes				6
Nonsense-mediated mRNA decay pathway complex				6
Sister chromatid cohesion regulation complex				4
Arginase				4
Succinyl-CoA ligase				4
Pyruvate kinase				3
delta3-cis-delta2-trans-enoyl-CoA isomerase				3
2-oxoglutarate dehydrogenase				3
Pyruvate dehydrogenase				3
Phosphofructokinase				3
Acetolactate synthase				2
Arginine-specific carbamoylphosphate synthase				2
L-aminopadipate-semialdehyde dehydrogenase				2
null
null

Phenotype			Count
-------------------------------------------------
Cell morphology and organelle mutants				666
Cell cycle defects				381
Nucleic acid metabolism defects				362
Mating and sporulation defects				308
"Auxotrophies, carbon and"				292
Stress response defects				200
Sensitivity to aminoacid analogs and other drugs				150
Unknown				82
Sensitivity to antibiotics				51
Carbohydrate and lipid biosynthesis defects				45
Sensitivity to immunosuppressants				18
null
null

Motif			Count
-------------------------------------------------
?				607
PS00018				602
PS00017				600
PS00770				581
PS00470				579
PS00332				573
PS00087				573
PS00014				555
PS00039				555
PS00396				551
PS00126				548
PS00168				544
PS00167				544
PS00165				538
PS00215				509
PS00188				498
PS00866				498
PS00867				498
PS00955				498
PS00954				498
PS00343				498
PS00678				493
PS00430				493
PS01175				487
PS00178				487
PS00098				487
PS00737				487
PS00565				465
PS00564				465
PS00074				465
PS00133				465
PS00469				462
PS00510				462
PS00194				452
PS00387				438
PS00187				435
PS01082				406
PS00105				399
PS00191				345
PS00141				337
PS00013				333
PS00410				320
PS00455				310
PS00802				310
PS00801				310
PS00443				308
PS00071				301
PS01215				299
PS00037				255
PS01021				254
PS00521				252
PS00129				246
PS00595				244
PS00822				239
PS00821				239
PS00904				239
PS01152				237
PS00012				216
PS00030				199
PS00036				122
PS00518				103
PS00957				96
PS00059				42
PS00324				42
PS00466				41
PS00975				41
PS00976				41
PS00929				36
PS00554				21
PS00350				21
PS00298				16
PS00973				16
PS00675				16
PS00681				10
PS00741				9
PS00816				8
PS00815				8
PS00217				8
PS00600				8
PS00444				7
PS00723				7
PS00027				5
PS00123				4
PS00136				4
PS00137				4
PS00284				2
PS00454				2
PS00453				2
PS00297				2
PS00022				2
PS01186				2
PS00479				2
PS00170				2
PS00046				2
PS00044				2
PS01248				2
PS00434				2
PS01119				2
PS00334				2
PS00509				2
PS00915				2
PS00916				2
PS00097				2
PS00329				2
PS00211				2
PS00218				2
PS00216				2
PS00344				2
PS00720				2
PS00627				2
PS01036				2
PS00637				2
PS00383				2
PS00783				1
PS00782				1
PS01199				1
PS00446				1
PS00991				1
PS00990				1
PS00189				1
PS00442				1
PS00993				1
PS00646				1
PS00581				1
PS00854				1
PS01251				1
PS01067				1
PS00847				1
PS00198				1
PS00197				1
PS00199				1
PS00989				1
PS00190				1
PS00293				1
PS00292				1
PS00841				1
PS00294				1
PS00842				1
PS00019				1
PS00845				1
PS01257				1
PS00566				1
PS00020				1
PS01077				1
PS00463				1
PS00028				1
PS01188				1
PS00179				1
PS01088				1
PS01089				1
PS00961				1
PS00674				1
PS00176				1
PS00177				1
PS00038				1
PS00402				1
PS00148				1
PS00147				1
PS00047				1
PS00813				1
PS00959				1
PS00686				1
PS00685				1
PS00411				1
PS00690				1
PS00414				1
PS00417				1
PS00051				1
PS00050				1
PS00056				1
PS00058				1
PS01216				1
PS00697				1
PS00152				1
PS00125				1
PS00066				1
PS00526				1
PS00063				1
PS00933				1
PS00433				1
PS00824				1
PS00825				1
PS00709				1
PS00231				1
PS01118				1
PS00339				1
PS00504				1
PS00333				1
PS00914				1
PS00322				1
PS00225				1
PS00227				1
PS00228				1
PS00351				1
PS00357				1
PS00213				1
PS00200				1
PS00340				1
PS01101				1
PS01000				1
PS01001				1
PS00606				1
PS01159				1
PS00749				1
PS00748				1
PS00378				1
PS01154				1
PS00889				1
PS00753				1
PS00888				1
PS00752				1
PS00751				1
PS00368				1
PS01020				1
PS00750				1
PS01166				1
PS01168				1
PS00115				1
PS00626				1
PS01030				1
PS00399				1
PS01132				1
PS00110				1
PS00486				1
PS00107				1
PS00108				1
PS00733				1
PS00636				1
PS00633				1
PS00388				1
PS00389				1
PS00301				1
PS00300				1
PS01145				1
null
null

			Count
-------------------------------------------------
0				2
1				55
2				364
3				185
4				672
5				193
6				79
7				327
8				180
9				175
10				265
11				244
12				384
13				283
14				342
15				355
16				241
17				0

